symbol,gap_fill_rate,gap_go_rate,trend_1d,trend_3d,reversal_tendency,vol_move_corr,up_vol_ratio,avg_atr_pct,avg_range_pct,return_skew,vol_clustering,intraday_revert_rate,val_gap_fill,val_gap_go,val_trend_1d,consistency,fvg_density,fvg_fill_rate,orb_breakout_rate,orb_hold_1h,vwap_reclaim_rate,morning_continuation,catalyst_wr,catalyst_avg,data_years,high_perf
AAPL,0.4629981024667932,0.7495256166982922,0.38333333333333336,0.45,0.5449019745625747,0.36461232163818297,0.926526965554601,2.624368176668989,2.3598898996539437,0.0765618495463964,0.21896554653659403,0.5059642147117296,0.41836734693877553,0.8163265306122449,0.7222222222222222,0.9553692444719823,25.0,0.6705202312138728,0.5040160642570282,0.48672566371681414,0.5522088353413654,0.0,0.39473684210526316,-0.3970262825537234,6.0,True
PLTR,0.6360544217687075,0.6496598639455783,0.49101796407185627,0.5149700598802395,0.4583754598059673,0.5409175089023461,1.041485906402846,6.200037615840169,5.784982752236079,0.8797692457849158,0.16366286947580327,0.5293398533007335,0.5816618911174785,0.7163323782234957,0.53125,0.9456074693487709,25.404624277456648,0.6575654152445961,0.5020080321285141,0.527027027027027,0.572289156626506,0.0,0.5652173913043478,1.8538228342273562,5.2,True
COHR,0.5584415584415584,0.7113997113997114,0.48214285714285715,0.5059523809523809,0.4975806451612903,0.37346820276826614,0.9931532392341622,4.6700052021781,4.228654199402648,-0.1316406699078936,0.12983050266612847,0.5009940357852882,0.5274725274725275,0.7472527472527473,0.5625,0.9690309690309691,28.24515755998843,0.6376663254861822,0.4738955823293173,0.5314009661835749,0.5381526104417671,0.0,0.5515151515151515,0.4866975592919897,6.0,False
IONQ,0.7014925373134329,0.6268656716417911,0.5739644970414202,0.5384615384615384,0.43475215936503,0.39895000498822664,1.0448768576008705,7.520600724488241,7.074890693888502,0.8365576313489896,0.18023470096001384,0.5577689243027888,0.6683168316831684,0.6683168316831684,0.5277777777777778,0.9668242943697355,26.308181555362818,0.6780219780219781,0.5120481927710844,0.4713656387665198,0.5401606425702812,0.0,0.5570469798657718,2.8410090471217595,5.0,False
HOOD,0.6384976525821596,0.687793427230047,0.48717948717948717,0.48717948717948717,0.4601318944844125,0.4703432079962486,1.0604975164596573,6.0837859149187805,5.682535539387987,2.032969334201695,0.4039238410484166,0.4918032786885246,0.5815789473684211,0.718421052631579,0.5967741935483871,0.9430812947862615,27.08092485549133,0.6723585912486659,0.5341365461847389,0.4796747967479675,0.5301204819277109,0.0,0.5774647887323944,1.3933176540431536,4.4,False
JPM,0.41467889908256883,0.7871559633027523,0.5098039215686274,0.5490196078431373,0.46916099773242625,0.37689061085667763,0.9302692745645482,2.5706896725245167,2.2190897677654657,0.4075326318748639,0.42904955456859495,0.5049701789264414,0.5121951219512195,0.7378048780487805,0.5,0.9024837771313493,25.49869904596704,0.6870748299319728,0.5140562248995983,0.5128205128205128,0.5200803212851406,0.0,0.4217687074829932,-0.4511592664335912,6.0,False
IREN,0.7202797202797203,0.6247086247086248,0.474025974025974,0.5,0.49025571002979146,0.4464516067948183,1.4057885624796418,11.438834166685712,10.78106675479694,1.490722707199012,0.10058058911886143,0.518796992481203,0.6474654377880185,0.663594470046083,0.5272727272727272,0.9271857175082981,26.90751445086705,0.6756176154672395,0.5,0.53125,0.5522088353413654,0.0,0.6729559748427673,4.802619007590491,4.1,False
NUTX,0.8575757575757575,0.5303030303030303,0.29357798165137616,0.3119266055045872,0.5233959396373901,0.46504372652723075,1.462232884236859,14.139870985871587,12.674012736039728,1.8460328729335156,0.2103303516107951,0.5547945205479452,0.7507082152974505,0.6090651558073654,0.5,0.8931324577216929,33.23563892145369,0.7160493827160493,0.5766129032258065,0.5703125,0.6512096774193549,0.0,0.5578947368421052,3.4819065076408564,3.7,False
LITE,0.553156146179402,0.7126245847176079,0.46534653465346537,0.5643564356435643,0.5084182100051676,0.4299130081185348,0.9991810703837567,3.793547375987658,3.44667980185325,-0.4229878197444174,0.19187285824622471,0.5059642147117296,0.49283667621776506,0.7593123209169055,0.5277777777777778,0.939680530038363,28.323699421965316,0.6622448979591836,0.4738955823293173,0.5639810426540285,0.5622489959839357,0.0,0.5773809523809523,0.3428345755008306,6.0,False
VST,0.5555555555555556,0.7199074074074074,0.3950617283950617,0.4567901234567901,0.5267562210966747,0.28488808284450046,0.9700336920462159,3.151968171617841,2.9436918122527507,-0.8795020912496421,0.20516531074442138,0.4860834990059642,0.5980392156862745,0.6797385620915033,0.49056603773584906,0.9575163398692811,25.990170569528765,0.6874304783092324,0.4879518072289157,0.5044642857142857,0.5662650602409639,0.0,0.5725190839694656,0.3630223918694541,6.0,False
ITA,0.3900523560209424,0.774869109947644,0.3953488372093023,0.46511627906976744,0.5004503724233501,0.23999616314540612,0.9304791920041793,2.1424566494477033,1.882907595788872,-0.36468536012283453,0.37447071718534475,0.49105367793240556,0.38064516129032255,0.7612903225806451,0.5,0.9905928052693802,29.575021682567215,0.6891495601173021,0.5281124497991968,0.525,0.572289156626506,0.0,0.4954954954954955,-0.17542256438456594,6.0,False
NFLX,0.6057142857142858,0.7352380952380952,0.44144144144144143,0.5315315315315315,0.5104430802081943,0.4694687895903103,0.9787145320673329,3.6865316763927205,3.343963605919069,-1.3296829241545565,0.10520458360042374,0.47813121272365805,0.600896860986547,0.6905829596412556,0.6190476190476191,0.9951825752722613,23.930635838150287,0.6871980676328503,0.4799196787148594,0.5229357798165137,0.5481927710843374,0.0,0.5347222222222222,0.2628060512578718,6.0,True
ORCL,0.5136363636363637,0.7431818181818182,0.5277777777777778,0.6111111111111112,0.5098099535138091,0.39830929309030955,1.0177024631853064,2.4026633995299327,2.2009409590818105,0.7651430305997587,0.300974881913556,0.5049701789264414,0.3927272727272727,0.7745454545454545,0.5454545454545454,0.879090909090909,29.7195721306736,0.622568093385214,0.5,0.5,0.5381526104417671,0.0,0.4968944099378882,0.22486087712088668,6.0,True
OKLO,0.5555555555555556,0.7083333333333334,0.5,0.5,0.48450569038804336,0.11762757667600897,1.4851506546960738,0.46286546759077973,0.4280002590712367,0.07138266016527303,0.35262288430066896,0.5552,0.6790450928381963,0.6392572944297082,0.5362318840579711,0.8765104627173593,25.75888985255854,0.6588103254769921,0.4538152610441767,0.5,0.4979919678714859,0.0,0.7631578947368421,6.2143340258307935,4.5,False
AMZN,0.48727272727272725,0.7327272727272728,0.5340909090909091,0.5,0.5062477234214402,0.4780425264461615,1.0050419373648887,3.0769734137468583,2.7521404736996047,0.09798674274622408,0.15517408163824892,0.5129224652087475,0.4268774703557312,0.7944664031620553,0.5454545454545454,0.9396047430830039,27.254335260115607,0.6670201484623541,0.5220883534136547,0.4778761061946903,0.5522088353413654,0.0,0.5128205128205128,-0.012956226061412269,6.0,False
GOOGL,0.45664739884393063,0.7610789980732178,0.4696969696969697,0.4393939393939394,0.5257627633198968,0.5117569075594391,0.9726336945014745,2.6859131749026743,2.3854058002491096,-0.09469777185751253,0.185460456190121,0.5198807157057654,0.4144486692015209,0.7832699619771863,0.43478260869565216,0.9578012703575902,26.242774566473987,0.6464757709251101,0.4919678714859438,0.48598130841121495,0.5783132530120482,0.0,0.4805194805194805,-0.27877397127877634,6.0,False
CRM,0.49401709401709404,0.7435897435897436,0.4642857142857143,0.5238095238095238,0.48423735212685626,0.4465928372093216,0.9781329953130881,3.1695815663832034,2.818618043126122,0.8188801417770225,0.2006365960933316,0.5119284294234593,0.4538152610441767,0.7469879518072289,0.6428571428571429,0.9597981670270826,26.019080659150042,0.6544444444444445,0.4497991967871486,0.5172413793103449,0.5120481927710844,0.0,0.5424836601307189,0.26026556066397644,6.0,False
QBTS,0.7625698324022346,0.6089385474860335,0.43,0.39,0.44219453097957767,0.3733445745610692,1.3437981735978972,7.241932165472757,6.660216860510981,5.341699038565016,0.3514495665280127,0.576271186440678,0.7104622871046229,0.6593673965936739,0.5031847133757962,0.9478924547023883,22.98352124891587,0.660377358490566,0.4939759036144578,0.463302752293578,0.5682730923694779,0.0,0.6585365853658537,7.258927699703699,5.0,False
TOST,0.6164705882352941,0.6776470588235294,0.5213675213675214,0.42735042735042733,0.49746916310383804,0.4233449986729681,1.0130078362183736,6.868514764912769,6.1869608711210144,-0.20611817442488234,0.08343758707512797,0.5052447552447552,0.6006191950464397,0.7058823529411765,0.47692307692307695,0.9841486068111456,25.787799942179817,0.702914798206278,0.4819277108433735,0.5047619047619047,0.608433734939759,0.0,0.5273972602739726,0.28217991180665297,4.3,False
AVGO,0.4743150684931507,0.7568493150684932,0.36904761904761907,0.5119047619047619,0.5081428177936924,0.44495253575827765,1.0141095869268184,2.9014453189689515,2.6510138363297058,-0.31590244893186137,0.283921112729071,0.48906560636182905,0.5044776119402985,0.7313432835820896,0.5522388059701493,0.9698374565528523,26.473988439306357,0.6692139737991266,0.4899598393574297,0.5045454545454545,0.5923694779116466,0.0,0.5240641711229946,0.44358468064637163,6.0,False
NBIS,0.62109375,0.68359375,0.4948453608247423,0.5154639175257731,0.47575757575757577,0.5434464140449463,1.0723111234094735,9.107701629629908,8.308281912465517,0.8335201930478847,0.08631141181156425,0.4882943143812709,0.62109375,0.68359375,0.4948453608247423,1.0,27.20348204570185,0.656,0.4760705289672544,0.5114942528735632,0.5440806045340051,0.0,0.6136363636363636,3.8065678422575258,1.2,False
CLS,0.560530679933665,0.7213930348258707,0.6031746031746031,0.5317460317460317,0.490203373015873,0.3253058131358054,1.1655797041988898,3.8360243788061124,3.50880459846841,-0.1095409392301406,0.17371226444809523,0.45825049701789267,0.5257452574525745,0.7289972899728997,0.5634920634920635,0.9652145775189095,29.950852847643826,0.6554054054054054,0.46987951807228917,0.6411483253588517,0.5341365461847389,0.0,0.6065573770491803,1.142093912550403,6.0,False
RKLB,0.6968503937007874,0.6358267716535433,0.4552238805970149,0.3656716417910448,0.5021494428417898,0.436744095387208,1.0884499432737962,6.102464952165865,5.729087835149817,1.6805959958327663,0.15047142976480124,0.5365853658536586,0.6631853785900783,0.6684073107049608,0.5769230769230769,0.9663349848892909,25.66473988439306,0.6677927927927928,0.4899598393574297,0.5330188679245284,0.5542168674698795,0.0,0.610062893081761,2.470733516657258,5.1,False
CNQ,0.502127659574468,0.775886524822695,0.603448275862069,0.5086206896551724,0.4772245762711864,0.2829418776526652,0.9872605468202963,3.856659708287996,3.35838011582335,-0.7343360707882316,0.30260114096633006,0.4850894632206759,0.483739837398374,0.7439024390243902,0.35714285714285715,0.981612177823906,27.002023706273487,0.6595289079229122,0.5040160642570282,0.5136363636363637,0.6124497991967871,0.0,0.4682080924855491,-0.532010058939828,6.0,False
AMD,0.5752608047690015,0.6944858420268256,0.41875,0.4875,0.51241391184573,0.42014653430024046,1.0486291256178655,4.478374644187292,4.151318532298351,0.215182530776108,0.07820525605146741,0.5089463220675944,0.5111111111111111,0.7722222222222223,0.5211267605633803,0.9358503063421095,27.572254335260116,0.6425576519916143,0.46184738955823296,0.4418604651162791,0.536144578313253,0.0,0.5652173913043478,0.7416532089299438,6.0,False
RKT,0.6573556797020484,0.6834264432029795,0.512396694214876,0.5371900826446281,0.45545701808152006,0.4057219992325297,1.1832081793540534,5.172369987029856,4.876581787263841,4.764076544443692,0.35306977029352726,0.49649532710280375,0.5847953216374269,0.7426900584795322,0.5609756097560976,0.9274396419353784,25.701069673315985,0.6895388076490439,0.4839357429718876,0.4520547945205479,0.5983935742971888,0.0,0.6118421052631579,1.8393715650164517,5.4,False
NU,0.6685082872928176,0.6298342541436464,0.44554455445544555,0.39603960396039606,0.5616123642439432,0.42980381774305826,1.144201471736152,6.390479986918747,5.925667809417411,0.3827896292600424,0.2520575257793794,0.4912959381044487,0.570446735395189,0.718213058419244,0.5769230769230769,0.9019384481023713,23.79300375831165,0.669501822600243,0.4859437751004016,0.5384615384615384,0.5963855421686747,0.0,0.47058823529411764,-0.0023139422113240566,4.0,False
MSFT,0.443359375,0.77734375,0.45098039215686275,0.47058823529411764,0.542103436306838,0.4078141069516823,0.9605913399782228,2.5021924711247374,2.2562671857592833,0.023588771241833242,0.32138633113990306,0.4850894632206759,0.445,0.75,0.5,0.9983593749999999,25.867052023121385,0.6837988826815642,0.5281124497991968,0.5084033613445378,0.5562248995983936,0.0,0.4266666666666667,-0.5899292082075677,6.0,True
META,0.5138662316476346,0.7292006525285482,0.4787234042553192,0.44680851063829785,0.5334919013081858,0.48423902903476174,0.9863258644222944,3.4844764041961316,3.04394031272358,-0.5754054243397266,0.07865200108679257,0.5099403578528827,0.4690909090909091,0.7781818181818182,0.42857142857142855,0.9552246774432746,26.1271676300578,0.6526548672566371,0.46987951807228917,0.4786729857819905,0.5481927710843374,0.0,0.47368421052631576,-0.08582097786433752,6.0,False
GS,0.45454545454545453,0.7575757575757576,0.48333333333333334,0.55,0.46095454545454545,0.4152885819299473,0.9790185533248178,2.7100080438637413,2.4167489742333204,0.2070499801397449,0.3735693280425489,0.4870775347912525,0.4325581395348837,0.7813953488372093,0.5333333333333333,0.9780126849894292,27.1176640647586,0.6631130063965884,0.5341365461847389,0.48535564853556484,0.5763052208835341,0.0,0.43448275862068964,-0.3340712912563857,6.0,False
CRWV,0.5679012345679012,0.6851851851851852,0.5517241379310345,0.5344827586206896,0.48220411663807894,0.5577305543566747,1.0882900727971578,9.61742496959427,9.043236005847405,1.101065858555638,0.1713779741250254,0.518324607329843,0.5679012345679012,0.6851851851851852,0.5517241379310345,1.0,27.86640079760718,0.627906976744186,0.4809688581314879,0.44696969696969696,0.5501730103806228,0.0,0.6666666666666666,4.280439045324692,0.8,False
SMCI,0.6188197767145136,0.722488038277512,0.4785276073619632,0.6134969325153374,0.5106821106821107,0.4685876721756284,1.0802673309720512,4.666987267189954,4.382956293843451,1.0263906714560544,0.10188682314210415,0.48906560636182905,0.5756097560975609,0.6829268292682927,0.49606299212598426,0.9567899793830473,25.693641618497107,0.6569178852643419,0.44377510040160645,0.49238578680203043,0.5240963855421686,0.0,0.6127167630057804,1.766109532037526,6.0,False
RBRK,0.6267605633802817,0.6654929577464789,0.5540540540540541,0.5135135135135135,0.5429951690821256,0.4653436528921644,0.9556738386039195,5.283562576569003,4.934489751439165,1.1825280504029365,0.06480609069561326,0.514218009478673,0.6267605633802817,0.6654929577464789,0.5540540540540541,1.0,26.82856316854582,0.6950431034482759,0.4839357429718876,0.48623853211009177,0.5662650602409639,0.0,0.46153846153846156,0.29978819824414177,1.7,False
AI,0.685025817555938,0.6454388984509466,0.42528735632183906,0.4482758620689655,0.5104524013722127,0.5158820805476755,1.184727707234674,7.682097235882947,7.1448115683772535,1.1434114788373357,0.13900710391969712,0.517555266579974,0.574585635359116,0.712707182320442,0.45121951219512196,0.8895598178031779,27.46458514021393,0.6842105263157895,0.4899598393574297,0.4533333333333333,0.5522088353413654,0.0,0.5328947368421053,1.0066059377284806,5.0,False
RGTI,0.7587822014051522,0.5690866510538641,0.5275590551181102,0.5039370078740157,0.46115163572060125,0.4147016130266662,1.3488877268207522,9.042618468462734,8.336647856925076,1.0623482250822056,0.2971568833238519,0.5221238938053098,0.6901408450704225,0.636150234741784,0.4935897435897436,0.9313586436652703,25.578034682080922,0.6734463276836158,0.4819277108433735,0.4861111111111111,0.5542168674698795,0.0,0.6901408450704225,6.286194849202438,4.7,False
USAR,0.5,0.5,0.5,0.5,0.2914244186046512,0.19426789734599945,1.8038679614181439,0.12317674776835077,0.11815632147568335,-0.041369486088711924,0.39460544064180214,0.3333333333333333,0.6570247933884298,0.6322314049586777,0.37333333333333335,0.8429752066115702,26.022126022126024,0.6414048059149723,0.46153846153846156,0.4921875,0.49498327759197325,0.0,0.66,6.532579796618055,2.5,False
FSLR,0.5967261904761905,0.6919642857142857,0.5161290322580645,0.5225806451612903,0.4900793650793651,0.5054005008396857,1.0721293756905448,4.746572543685896,4.406815637129518,0.6780692168855845,0.061106063160964466,0.5457256461232605,0.5786163522012578,0.7484276729559748,0.48,0.9818901617250674,26.30057803468208,0.7263736263736263,0.4839357429718876,0.4845814977973568,0.5421686746987951,0.0,0.6308724832214765,1.563190552154719,6.0,False
CCJ,0.584251968503937,0.6913385826771653,0.5094339622641509,0.5471698113207547,0.5181135446304506,0.5308047046564676,1.1163642919864643,4.434150163604637,4.174295286415233,0.23226207926641138,0.07366954939688411,0.5079522862823062,0.5864197530864198,0.6944444444444444,0.5,0.9978322154175172,26.337091644984095,0.6542261251372119,0.4578313253012048,0.4694835680751174,0.5582329317269076,0.0,0.6298701298701299,1.700609329527585,6.0,False
UUUU,0.7228116710875332,0.6339522546419099,0.48936170212765956,0.5361702127659574,0.5225403793860368,0.40343614295091373,1.1086967692603327,7.090117880508594,6.796713880026606,0.6149094440913248,0.040045069344581775,0.5039761431411531,0.7023121387283237,0.6445086705202312,0.5094339622641509,0.9795004676407905,27.030933795894764,0.6951871657754011,0.46586345381526106,0.5094339622641509,0.5040160642570282,0.0,0.6372549019607843,2.599593132522515,6.0,False
DNN,0.7989130434782609,0.5652173913043478,0.41228070175438597,0.4692982456140351,0.4647321428571428,0.3829972398570216,1.219895091287477,7.265854543879492,6.9374459142167115,0.7074715866680494,0.0571163890520137,0.49502982107355864,0.78419452887538,0.601823708206687,0.5051546391752577,0.9852814853971191,15.52471812662619,0.6517690875232774,0.44377510040160645,0.4925373134328358,0.6044176706827309,0.0,0.594059405940594,1.9454985189791814,6.0,False
LLY,0.5132275132275133,0.746031746031746,0.5344827586206896,0.5862068965517241,0.4773586936465957,0.4770518918368879,0.9972228335934261,2.5755216345155176,2.4236434748611653,1.5320377301577668,0.10635040421586447,0.5049701789264414,0.5347826086956522,0.7391304347826086,0.42857142857142855,0.9784449045318611,25.469788956345763,0.6345062429057888,0.4578313253012048,0.5153061224489796,0.5441767068273092,0.0,0.5038759689922481,0.6257798331762535,6.0,False
NTLA,0.6349206349206349,0.6738816738816739,0.5203252032520326,0.44715447154471544,0.48714957057203045,0.4240774462049191,1.1532648486914499,7.333928389555938,6.973562031353091,1.1566708022714132,0.10617470060472553,0.4831013916500994,0.6106442577030813,0.6834733893557423,0.45217391304347826,0.9757236227824464,25.953757225433524,0.6570155902004454,0.4738955823293173,0.44339622641509435,0.570281124497992,0.0,0.5597826086956522,0.9763602040054802,6.0,False
BEAM,0.683599419448476,0.6618287373004355,0.49372384937238495,0.41422594142259417,0.519801891201956,0.39880091268722656,1.036660264377809,7.875448744555632,7.565920975074058,0.3919123779735677,0.056717699000264264,0.48778004073319753,0.6347826086956522,0.6898550724637681,0.44339622641509435,0.9511831892471762,26.06936416184971,0.7006651884700665,0.463855421686747,0.4766355140186916,0.570281124497992,0.0,0.5652173913043478,1.507388318098178,5.9,False
APLD,0.7292993630573248,0.6496815286624203,0.4846153846153846,0.5076923076923077,0.4525588048315321,0.4637719470490446,1.5267471230397225,11.355362161076263,10.363311087866585,3.455439290063056,0.17708661348546798,0.46635730858468677,0.681592039800995,0.6492537313432836,0.475,0.9522926767436702,27.109826589595375,0.6769722814498934,0.46987951807228917,0.5395348837209303,0.5261044176706827,0.0,0.5677966101694916,4.059657409194663,3.7,False
SOUN,0.756838905775076,0.5987841945288754,0.41732283464566927,0.4015748031496063,0.496984126984127,0.49018434323092785,1.3010610717088533,13.521353312173874,12.526866865629703,2.086386592087658,0.1979639117674903,0.5083135391923991,0.6658536585365854,0.6609756097560976,0.4393939393939394,0.9090147527615094,25.057803468208093,0.6689734717416378,0.45180722891566266,0.46113989637305697,0.5642570281124498,0.0,0.6785714285714286,7.591009314767676,3.7,False
BBAI,0.7665903890160183,0.6224256292906178,0.47368421052631576,0.44360902255639095,0.46040723981900455,0.29486080862202174,1.8952445491217071,9.224338393494676,8.384498624674254,14.355772736184514,0.1329634639630951,0.516642547033285,0.6682926829268293,0.6487804878048781,0.4609375,0.901702293910811,22.83897080080948,0.6645569620253164,0.45180722891566266,0.5024390243902439,0.5582329317269076,0.0,0.7304964539007093,7.985775993807123,4.7,False
ON,0.4979757085020243,0.757085020242915,0.4943181818181818,0.5454545454545454,0.5104001322751323,0.40384854084402927,0.9593567363674615,4.473329735395942,4.019874195785325,-0.12420138037788121,0.21693125440026056,0.4542743538767396,0.4913294797687861,0.7427745664739884,0.30985915492957744,0.9933537712667618,28.67052023121387,0.6794354838709677,0.4779116465863454,0.5373831775700935,0.5642570281124498,0.0,0.5260416666666666,0.0309036113853521,6.0,False
LRCX,0.4893917963224894,0.7637906647807637,0.40540540540540543,0.5337837837837838,0.5105539971949509,0.43143942922025635,1.0202370365157343,3.8900123431397793,3.4764274033991605,0.03631569183513372,0.18719708904724197,0.4731610337972167,0.49002849002849,0.7663817663817664,0.44776119402985076,0.9993633062939994,29.421965317919074,0.6493123772102161,0.5080321285140562,0.5364806866952789,0.5763052208835341,0.0,0.4816753926701571,-0.33730782573947915,6.0,False
DDOG,0.5952380952380952,0.7226890756302521,0.4685714285714286,0.4857142857142857,0.5045787545787546,0.46619478044020957,1.0160317317104695,5.621984250379247,5.17778189161012,0.5794118257124428,0.10688407002475678,0.5089463220675944,0.5394736842105263,0.7302631578947368,0.3958333333333333,0.9442355889724311,27.398843930635838,0.6561181434599156,0.4598393574297189,0.5121951219512195,0.5421686746987951,0.0,0.5365853658536586,0.8642857207277588,6.0,False
MDB,0.6167832167832168,0.7006993006993008,0.49214659685863876,0.518324607329843,0.49349674086089335,0.5203945319890395,1.0175719041184887,5.777394514404386,5.285370028608445,0.6372184612395524,0.09632435667571757,0.49204771371769385,0.5203761755485894,0.7272727272727273,0.4852941176470588,0.9035929587653726,27.485549132947977,0.6708727655099895,0.45582329317269077,0.43137254901960786,0.5542168674698795,0.0,0.4942528735632184,0.6798273705368183,6.0,False
POET,0.7623626373626373,0.5535714285714286,0.42134831460674155,0.4101123595505618,0.47190309690309684,0.3891828092906504,0.8326900264267599,7.534217139320233,6.94683925265089,1.0272503365017749,0.22911914996513771,0.5447316103379721,0.6943765281173594,0.6039119804400978,0.43846153846153846,0.9320138907547221,25.953757225433524,0.688195991091314,0.41566265060240964,0.478494623655914,0.5240963855421686,0.0,0.5476190476190477,2.9116656425139307,6.0,False
EOSE,0.7308970099667774,0.6079734219269103,0.4479638009049774,0.4253393665158371,0.47268733525793905,0.42515350051986506,1.197465782449683,11.60417230106275,10.616619663937145,0.729590886357027,0.15850077429438286,0.5069182389937107,0.7180851063829787,0.6648936170212766,0.44370860927152317,0.9871880964162013,26.184971098265894,0.6799116997792495,0.4959839357429719,0.502283105022831,0.5542168674698795,0.0,0.5481481481481482,2.6034438615693865,5.1,False
INDI,0.6303972366148531,0.6839378238341969,0.4142857142857143,0.45,0.49971139971139966,0.35064347985879185,1.0326628899988937,4.4440160430974425,4.126338010730571,0.6196264424932666,0.21222340800335338,0.4721669980119284,0.6330532212885154,0.7058823529411765,0.44144144144144143,0.9973440153263378,25.08670520231214,0.6820276497695853,0.463855421686747,0.45588235294117646,0.5943775100401606,0.0,0.49032258064516127,1.2716294053103026,6.0,False
NVDA,0.5353107344632768,0.731638418079096,0.5058823529411764,0.5352941176470588,0.4964875905180417,0.4134074360910216,1.0010157860781694,4.331373462105981,3.947491108123887,0.42409007285992073,0.12355628995293916,0.49204771371769385,0.4369747899159664,0.7759103641456583,0.5222222222222223,0.9016640554526896,26.502890173410403,0.6357688113413305,0.5120481927710844,0.47413793103448276,0.5261044176706827,0.0,0.5531914893617021,1.035158333113768,6.0,True
