date,side,pnl,win,range_consumed,fib_dist,golden_zone,rsi_1h,hurst,poc_above,poc_dist,mtf_1h_bull,mtf_4h_bull,mtf_aligned,atr,fib_runway,fib_floor,fib_density,above_P,above_P_pts,near_golden,struct_rr
2023-01-04,LONG,184.76,1,1.505,28.83,0,47.24,-0.1466,0,-142.8,0,0,0,46.2,157.8,100.1,1,0,-28.8,0,1.58
2023-01-04,LONG,-65.24,0,0.621,53.92,0,64.54,-0.043,0,-60.0,1,1,1,21.3,75.0,182.8,0,1,53.9,0,0.41
2023-01-06,LONG,175.26,1,0.583,1.5,0,56.02,0.0273,1,46.5,1,1,1,57.5,11.8,100.7,4,1,57.8,1,0.12
2023-01-09,LONG,14.26,1,5.314,41.83,0,80.96,0.3117,1,523.5,1,1,1,25.5,94.3,441.3,0,1,305.2,0,0.21
2023-01-09,LONG,-90.24,0,9.893,53.08,0,75.28,0.2542,1,534.8,1,1,1,14.8,83.1,452.6,0,1,316.4,0,0.18
2023-01-10,SHORT,-139.24,0,0.266,7.92,0,43.92,-0.1478,0,-91.2,0,0,1,46.0,59.7,198.9,3,0,-131.3,0,0.3
2023-01-10,LONG,38.26,1,1.743,23.88,0,64.07,-0.0993,0,-9.0,1,1,1,40.2,116.7,23.9,1,0,-49.1,0,4.88
2023-01-11,LONG,89.26,1,0.965,23.0,0,70.23,-0.1983,1,161.5,1,1,1,30.8,23.0,201.6,2,1,139.5,0,0.11
2023-01-11,LONG,-81.24,0,7.237,43.75,0,77.88,0.018,1,228.2,1,1,1,13.3,49.5,268.3,0,1,206.2,0,0.18
2023-01-12,LONG,-0.74,0,0.466,2.96,0,49.36,-0.1868,1,144.8,0,1,0,55.8,3.0,126.1,4,1,73.4,1,0.02
2023-01-12,LONG,156.26,1,0.685,5.32,0,48.28,-0.1979,1,135.0,0,1,0,52.2,12.7,116.3,4,1,63.7,0,0.11
2023-01-18,SHORT,-53.24,0,11.784,5.83,0,28.41,0.0516,0,-155.5,0,0,1,17.3,5.8,181.8,1,0,-129.9,0,0.03
2023-01-19,SHORT,-90.74,0,2.422,22.17,0,20.84,-0.0615,0,-359.2,0,0,1,29.8,22.2,359.6,1,0,-254.1,0,0.06
2023-01-19,SHORT,-0.74,0,1.95,39.17,0,25.26,-0.0422,0,-342.2,0,0,1,28.3,39.2,342.6,1,0,-237.1,0,0.11
2023-01-20,LONG,86.26,1,1.937,0.11,0,66.33,-0.11,1,92.8,1,1,1,29.2,55.7,146.1,4,1,90.3,0,0.38
2023-01-20,LONG,-79.24,0,8.673,0.58,0,75.07,-0.1516,1,149.0,1,1,1,13.0,85.3,202.4,1,1,146.6,0,0.42
2023-01-23,LONG,137.26,1,7.122,0.75,0,86.91,0.0974,1,459.8,1,1,1,23.2,0.8,390.8,1,1,292.0,0,0.0
2023-01-23,LONG,-0.74,0,8.819,41.5,0,88.58,0.0769,1,502.0,1,1,1,23.5,152.5,433.0,0,1,334.2,0,0.35
2023-01-25,SHORT,-106.74,0,2.495,103.92,0,21.96,-0.3204,0,-289.2,0,0,1,35.2,999.0,315.8,0,0,-272.3,0,
2023-01-25,SHORT,-92.74,0,1.623,65.67,0,28.12,-0.2092,0,-251.0,0,0,1,30.5,999.0,277.5,0,0,-234.1,0,
2023-01-26,LONG,-125.24,0,0.405,46.83,0,81.29,-0.1033,1,348.8,1,1,1,41.3,59.6,344.8,0,1,238.4,0,0.17
2023-01-26,LONG,117.26,1,1.336,3.58,0,62.99,-0.2222,1,305.5,1,1,1,19.8,102.8,301.6,2,1,195.2,0,0.34
2023-01-31,LONG,-0.74,0,2.156,25.92,0,58.99,-0.1104,0,-24.5,1,1,1,41.2,28.7,87.4,3,1,25.9,0,0.33
2023-01-31,LONG,-58.24,0,5.408,14.67,0,61.75,-0.1289,0,-10.5,1,1,1,19.0,14.7,101.4,3,1,39.9,0,0.14
2023-02-01,LONG,-84.74,0,0.135,6.33,0,68.67,-0.1325,1,147.0,1,1,1,27.8,10.1,143.5,4,1,84.1,1,0.07
2023-02-01,LONG,-15.24,0,0.653,6.68,0,58.82,0.0132,1,129.0,1,1,1,21.8,11.7,125.5,4,1,66.1,0,0.09
2023-02-02,LONG,-0.74,0,2.459,86.58,0,81.72,0.0253,1,621.2,1,1,1,44.3,163.6,633.9,0,1,485.3,0,0.26
2023-02-02,LONG,28.76,1,4.299,111.58,0,85.43,-0.0071,1,646.2,1,1,1,31.2,138.6,658.9,0,1,510.3,0,0.21
2023-02-03,SHORT,-0.74,0,4.649,42.48,0,54.69,0.0293,1,11.5,1,1,0,30.2,42.5,177.0,0,0,-67.2,0,0.24
2023-02-08,SHORT,165.26,1,2.607,29.08,0,20.83,-0.0743,1,22.5,0,0,1,38.8,92.8,150.9,1,0,-29.1,0,0.61
2023-02-08,SHORT,-104.24,0,4.813,28.77,0,15.11,-0.2351,0,-41.5,0,0,1,34.3,28.8,214.9,1,0,-93.1,0,0.13
2023-02-13,LONG,116.76,1,1.815,17.12,0,83.53,-0.0796,1,120.5,1,1,1,30.2,51.2,195.9,2,1,127.6,0,0.26
2023-02-13,LONG,32.76,1,5.521,3.58,0,87.17,-0.0372,1,175.2,1,1,1,19.8,82.6,250.6,1,1,182.3,0,0.33
2023-02-14,SHORT,-0.74,0,0.169,2.83,0,44.71,0.0598,1,93.8,0,1,0,51.7,85.2,79.6,1,1,2.8,0,1.07
2023-02-14,SHORT,-0.74,0,0.091,10.17,0,44.38,0.0196,1,80.8,0,0,1,46.7,72.2,92.6,1,0,-10.2,0,0.78
2023-02-21,SHORT,48.26,1,1.052,2.75,0,26.3,-0.0831,0,-115.8,0,0,1,30.2,63.0,221.1,1,0,-160.8,0,0.28
2023-02-21,SHORT,169.76,1,4.959,24.5,0,26.49,-0.1557,0,-154.2,0,0,1,14.2,24.5,259.6,1,0,-199.2,0,0.09
2023-02-22,LONG,45.76,1,0.635,4.75,0,39.62,0.1473,0,-164.5,0,0,0,26.0,129.1,4.8,2,0,-65.9,0,26.9
2023-02-22,LONG,-91.24,0,1.983,19.67,0,54.85,-0.0621,0,-118.2,1,0,0,15.0,82.8,51.0,1,0,-19.7,0,1.62
2023-02-24,SHORT,-0.74,0,1.265,18.75,0,4.3,0.2628,0,-287.2,0,0,1,29.8,18.8,302.2,1,0,-213.5,0,0.06
2023-02-24,SHORT,-61.74,0,2.008,16.0,0,9.98,0.2095,0,-290.0,0,0,1,20.2,16.0,305.0,1,0,-216.2,0,0.05
2023-02-27,LONG,-71.74,0,0.723,18.42,0,77.76,0.2006,1,178.2,1,1,1,23.5,18.4,209.6,1,1,163.7,0,0.09
2023-02-27,LONG,-81.24,0,0.281,22.67,0,69.65,0.0623,1,157.5,1,1,1,13.3,39.2,188.9,2,1,142.9,0,0.21
2023-03-01,LONG,-98.74,0,0.823,0.36,0,46.38,0.1493,0,-76.5,0,0,0,32.5,132.9,50.2,4,0,-82.2,0,2.65
2023-03-01,SHORT,-76.24,0,4.81,22.75,0,30.06,0.2178,0,-170.0,0,0,1,25.0,22.8,226.4,1,0,-175.8,0,0.1
2023-03-02,SHORT,-69.24,0,1.577,0.71,0,47.17,-0.2277,0,-103.8,0,0,1,22.7,58.5,155.7,4,0,-96.5,0,0.38
2023-03-03,LONG,12.76,1,2.702,27.67,0,82.65,0.1274,1,302.2,1,1,1,29.3,105.7,307.3,1,1,234.2,0,0.34
2023-03-03,LONG,138.76,1,10.864,58.17,0,83.03,0.1528,1,349.8,1,1,1,11.7,58.2,354.8,0,1,281.7,0,0.16
2023-03-06,LONG,39.76,1,2.829,21.75,0,69.85,-0.106,1,257.2,1,1,1,26.3,21.8,265.0,1,1,189.2,0,0.08
2023-03-06,LONG,9.76,1,2.345,13.5,0,58.26,-0.0012,1,216.8,1,1,1,14.5,62.2,224.5,2,1,148.8,0,0.28
2023-03-07,SHORT,4.26,1,0.927,2.62,0,28.55,0.1693,0,-169.8,0,0,1,38.8,2.8,150.4,4,0,-97.3,0,0.02
2023-03-07,SHORT,-0.74,0,1.792,16.67,0,23.17,0.1499,0,-209.0,0,0,1,42.0,16.7,189.7,2,0,-136.6,0,0.09
2023-03-08,LONG,-0.74,0,0.101,35.42,0,56.0,-0.4156,0,-93.2,1,0,0,34.5,117.3,50.6,1,0,-35.4,0,2.32
2023-03-08,LONG,81.26,1,0.322,30.92,0,66.79,-0.3497,0,-88.8,1,0,0,24.8,112.8,55.1,1,0,-30.9,0,2.05
2023-03-09,LONG,-88.74,0,2.957,10.08,0,75.13,0.0181,1,186.5,1,1,1,29.2,57.8,211.9,1,1,156.1,0,0.27
2023-03-09,LONG,24.26,1,2.115,27.17,0,66.07,0.0754,1,149.2,1,1,1,23.2,27.2,174.6,2,1,118.8,0,0.16
2023-03-10,LONG,-0.74,0,1.596,2.99,1,47.78,0.0743,0,-307.0,0,0,0,44.2,304.4,3.0,3,0,-195.1,0,101.47
2023-03-10,LONG,92.26,1,1.541,7.49,1,48.33,0.0641,0,-302.5,0,0,0,42.8,299.9,7.5,3,0,-190.6,0,39.99
2023-03-14,LONG,21.26,1,3.449,1.25,0,78.86,-0.2245,1,394.8,1,1,1,31.2,4.9,376.8,2,1,237.2,0,0.01
2023-03-14,LONG,-56.74,0,6.0,1.42,0,76.54,-0.2266,1,398.2,1,1,1,18.5,1.4,380.3,2,1,240.7,0,0.0
2023-03-15,LONG,-0.74,0,0.441,2.17,0,39.97,-0.2267,0,-29.2,0,0,0,44.8,58.9,70.4,1,1,2.2,0,0.84
2023-03-15,LONG,99.26,1,0.75,10.67,0,39.26,-0.235,0,-20.8,0,1,0,37.7,50.4,78.9,1,1,10.7,0,0.64
2023-03-20,LONG,113.26,1,0.148,22.29,0,40.02,-0.2012,1,275.5,0,0,0,40.7,22.3,306.4,2,1,172.6,0,0.07
2023-03-20,LONG,-81.74,0,1.966,9.53,0,50.1,-0.2175,1,334.2,1,1,1,26.8,9.5,365.2,3,1,231.3,1,0.03
2023-03-21,LONG,-74.24,0,0.021,21.67,0,62.36,-0.1069,1,194.0,1,1,1,24.3,21.7,211.2,1,1,146.8,0,0.1
2023-03-21,LONG,178.76,1,1.417,0.08,0,65.35,-0.0847,1,215.8,1,1,1,15.0,98.8,233.0,1,1,168.6,0,0.42
2023-03-23,LONG,-71.74,0,5.745,40.77,0,91.56,0.1109,1,34.0,1,1,1,23.5,40.8,159.8,0,1,59.5,0,0.26
2023-03-23,LONG,-64.24,0,5.19,33.5,0,81.67,-0.1136,1,8.0,1,1,1,21.0,66.8,133.8,1,1,33.5,0,0.5
2023-03-24,LONG,-140.24,0,0.14,40.58,0,43.52,-0.1158,0,-20.2,0,0,0,46.3,153.5,72.3,0,0,-40.6,0,2.12
2023-03-24,LONG,-0.74,0,0.6,52.58,0,43.15,0.0329,0,-32.2,0,0,0,30.8,165.5,60.3,0,0,-52.6,0,2.74
2023-03-29,LONG,36.26,1,0.405,18.75,0,70.46,-0.0438,1,145.2,1,1,1,18.5,18.8,246.1,1,1,191.8,0,0.08
2023-03-29,LONG,-0.24,0,0.907,14.0,0,70.54,-0.1166,1,150.0,1,1,1,13.5,14.0,250.8,1,1,196.5,0,0.06
2023-03-30,LONG,-16.74,0,0.745,19.67,0,94.63,0.1464,1,186.5,1,1,1,25.2,19.7,195.3,1,1,158.7,0,0.1
2023-03-31,LONG,118.26,1,3.819,3.0,0,59.51,-0.0099,1,106.5,1,1,1,19.8,49.8,142.2,1,1,103.8,0,0.35
2023-03-31,LONG,128.76,1,11.585,0.0,0,69.8,-0.0575,1,156.2,1,1,1,10.8,999.0,192.0,1,1,153.5,0,
2023-04-04,LONG,-85.74,0,0.284,3.8,0,58.65,0.1414,1,73.8,1,1,1,28.2,39.8,117.8,5,1,74.2,0,0.34
2023-04-05,SHORT,85.26,1,3.616,3.0,0,18.57,-0.1811,0,-219.0,0,0,1,25.2,89.2,207.8,1,0,-151.5,0,0.43
2023-04-05,SHORT,39.26,1,6.201,43.25,0,19.56,-0.1575,0,-259.2,0,0,1,21.2,49.0,248.0,0,0,-191.8,0,0.2
2023-04-10,SHORT,-72.74,0,1.364,1.63,0,25.51,-0.0203,1,41.0,0,0,1,23.8,26.5,184.0,3,0,-92.8,0,0.14
2023-04-11,SHORT,-68.74,0,3.989,21.0,0,29.51,0.2176,1,35.2,0,0,1,22.5,51.0,95.6,1,0,-21.0,0,0.53
2023-04-11,LONG,89.76,1,4.87,3.0,0,38.49,0.1501,1,59.2,0,0,0,13.5,71.6,75.0,1,1,3.0,0,0.95
2023-04-12,SHORT,115.76,1,2.847,4.08,0,45.08,-0.1618,0,-85.8,0,0,1,36.0,8.8,100.2,4,0,-58.6,1,0.09
2023-04-12,LONG,41.26,1,3.857,0.05,0,49.23,-0.121,0,-68.8,0,0,0,22.2,83.2,0.1,4,0,-41.6,0,832.0
2023-04-13,LONG,43.76,1,3.46,2.67,0,77.6,0.3933,1,50.2,1,1,1,25.0,7.0,154.2,3,1,73.6,0,0.05
2023-04-13,LONG,149.76,1,9.84,4.58,0,79.18,0.1072,1,86.8,1,1,1,12.5,20.3,190.7,4,1,110.1,1,0.11
2023-04-17,SHORT,-0.74,0,0.346,4.42,0,41.27,-0.0782,0,-81.0,0,0,1,28.2,80.4,71.6,1,1,4.4,0,1.12
2023-04-17,SHORT,-0.74,0,2.346,35.43,0,28.35,-0.1222,0,-126.0,0,0,1,23.3,35.4,116.6,1,0,-40.6,0,0.3
2023-04-20,SHORT,-58.74,0,3.404,1.07,0,45.21,-0.0689,1,16.2,1,0,0,19.2,1.1,112.6,4,0,-55.8,0,0.01
2023-04-21,LONG,-76.24,0,0.28,24.49,0,43.6,0.4701,0,-1.8,0,0,0,25.0,87.7,24.5,2,0,-34.3,0,3.58
2023-04-21,LONG,-0.74,0,0.588,2.99,0,39.55,0.4688,0,-23.2,0,0,0,24.7,109.2,3.0,3,0,-55.8,0,36.4
2023-04-26,LONG,82.76,1,0.505,33.0,0,41.1,-0.2779,0,-56.0,0,0,0,30.7,33.0,105.3,3,1,35.0,0,0.31
2023-04-26,LONG,-93.24,0,0.212,14.25,0,47.21,-0.2652,0,-37.2,0,1,0,15.3,14.2,124.0,3,1,53.8,0,0.11
2023-04-27,LONG,152.26,1,2.289,22.33,0,89.73,-0.1562,1,164.0,1,1,1,25.7,22.3,231.3,2,1,176.3,0,0.1
2023-04-27,LONG,118.76,1,12.575,44.67,0,91.24,-0.1182,1,231.0,1,1,1,10.0,999.0,298.3,0,1,243.3,0,
2023-05-01,SHORT,-61.74,0,0.285,5.58,0,43.34,-0.2276,1,20.2,0,1,0,20.2,83.5,5.6,4,1,41.5,0,14.91
2023-05-01,SHORT,-0.74,0,0.232,4.08,0,45.45,-0.1867,1,21.8,0,1,0,18.3,85.0,4.1,4,1,43.0,0,20.73
2023-05-03,LONG,-65.24,0,0.785,3.0,0,59.88,-0.3573,0,-3.8,1,0,0,21.3,74.3,80.3,1,1,3.0,0,0.93
2023-05-03,LONG,-96.24,0,0.963,1.5,0,61.87,-0.2957,0,-5.2,1,0,0,15.8,75.8,78.8,1,1,1.5,0,0.96
2023-05-05,LONG,-15.24,0,7.516,2.17,0,79.15,0.1454,1,204.5,1,1,1,15.7,999.0,242.8,1,1,193.3,0,
2023-05-05,LONG,146.76,1,10.743,16.92,0,82.16,0.049,1,219.2,1,1,1,12.3,999.0,257.6,1,1,208.1,0,
2023-05-09,SHORT,24.76,1,0.303,1.83,0,29.24,-0.0309,1,6.5,0,0,1,14.8,10.1,90.0,4,0,-46.7,1,0.11
2023-05-09,SHORT,-55.24,0,0.611,2.83,0,32.25,-0.1027,1,5.5,0,0,1,9.0,9.1,91.0,4,0,-47.7,1,0.1
2023-05-10,LONG,-73.74,0,0.755,18.67,0,65.15,0.0749,1,102.5,1,1,1,24.2,999.0,127.7,1,1,104.3,0,
2023-05-15,LONG,124.76,1,1.167,11.67,0,60.69,-0.0829,0,-40.8,0,0,0,21.0,56.0,79.4,1,1,11.7,0,0.71
2023-05-15,LONG,-75.24,0,4.014,2.96,0,68.87,-0.1155,1,33.2,1,1,1,12.3,3.0,153.4,4,1,85.7,1,0.02
2023-05-17,LONG,-0.24,0,0.077,16.42,0,55.34,0.3644,1,40.2,1,1,1,16.3,29.3,62.2,2,1,16.4,0,0.47
2023-05-17,LONG,185.76,1,0.823,15.33,0,55.74,0.1102,1,54.2,1,1,1,15.5,15.3,76.2,3,1,30.4,0,0.2
2023-05-18,LONG,122.76,1,5.395,28.83,0,78.28,0.1869,1,235.5,1,1,1,20.7,28.8,234.8,1,1,165.4,0,0.12
2023-05-18,LONG,-0.74,0,9.14,22.67,0,81.95,0.0636,1,287.0,1,1,1,17.8,102.2,286.3,1,1,216.9,0,0.36
2023-05-22,LONG,-21.24,0,2.223,0.58,0,63.64,0.0356,1,29.2,1,1,1,27.3,0.6,87.1,4,1,43.2,0,0.01
2023-05-22,LONG,-71.24,0,4.414,9.83,0,57.2,0.0395,1,20.0,1,1,1,11.7,9.8,77.8,5,1,34.0,0,0.13
2023-05-23,SHORT,-2.24,0,1.08,1.79,0,26.6,-0.1045,0,-36.5,0,0,1,20.8,10.0,89.8,4,0,-51.7,1,0.11
2023-05-23,SHORT,100.76,1,1.206,5.08,0,26.07,0.0123,0,-79.5,0,0,1,17.0,5.1,132.8,2,0,-94.7,0,0.04
2023-05-24,SHORT,-0.74,0,1.935,12.75,0,15.73,-0.0691,0,-244.2,0,0,1,23.0,87.2,246.3,1,0,-181.8,0,0.35
2023-05-24,SHORT,-59.24,0,2.573,18.0,0,20.04,-0.0448,0,-249.5,0,0,1,19.3,82.0,251.6,1,0,-187.0,0,0.33
2023-05-25,LONG,107.76,1,1.396,117.0,0,58.03,0.024,1,244.0,1,1,1,33.5,999.0,324.6,0,1,283.2,0,
2023-05-25,LONG,116.76,1,1.436,135.5,0,62.62,0.0482,1,262.5,1,1,1,19.7,999.0,343.1,0,1,301.8,0,
2023-05-26,LONG,130.76,1,11.057,15.58,0,87.38,0.2788,1,334.8,1,1,1,22.0,999.0,371.8,1,1,302.9,0,
2023-05-26,LONG,-83.24,0,22.829,84.33,0,90.44,0.2311,1,403.5,1,1,1,13.7,999.0,440.5,0,1,371.7,0,
2023-05-30,LONG,-94.24,0,1.21,4.81,0,64.79,-0.11,1,426.0,1,1,1,31.0,10.6,343.4,2,1,223.6,0,0.03
2023-05-30,LONG,-78.24,0,1.364,7.31,0,65.09,-0.0927,1,428.5,1,1,1,25.7,8.1,345.9,2,1,226.1,0,0.02
2023-05-31,SHORT,-0.74,0,1.195,3.21,0,29.89,0.3956,0,-126.5,0,0,1,29.5,82.2,226.7,3,0,-141.3,0,0.36
2023-05-31,SHORT,-0.74,0,1.848,6.46,0,31.28,0.3688,0,-129.8,0,0,1,20.8,78.9,230.0,3,0,-144.6,0,0.34
2023-06-01,LONG,88.26,1,0.675,4.75,0,69.87,-0.1159,0,-75.5,1,0,0,30.0,65.8,56.3,1,0,-4.8,0,1.17
2023-06-01,LONG,169.26,1,2.061,27.27,0,78.64,0.0991,0,-37.0,1,1,1,28.5,27.3,94.8,3,1,33.8,0,0.29
2023-06-02,LONG,84.76,1,0.012,5.12,0,63.59,-0.1085,1,173.8,1,1,1,42.7,27.1,201.5,2,1,109.5,0,0.13
2023-06-02,LONG,37.26,1,0.975,3.12,0,65.14,-0.066,1,204.0,1,1,1,30.5,29.1,231.8,3,1,139.8,0,0.13
2023-06-05,LONG,99.26,1,1.633,3.18,0,77.66,0.055,1,36.8,1,1,1,30.2,3.2,117.3,3,1,57.1,0,0.03
2023-06-05,LONG,10.76,1,5.287,17.84,0,83.2,-0.0631,1,95.0,1,1,1,20.3,42.4,175.6,3,1,115.3,0,0.24
2023-06-06,SHORT,-55.24,0,0.889,3.29,0,41.55,-0.0099,0,-65.8,0,0,1,18.0,14.6,119.0,4,0,-61.2,0,0.12
2023-06-06,SHORT,-52.74,0,0.087,11.21,0,44.62,0.049,0,-51.2,0,0,1,17.2,11.2,104.5,2,0,-46.7,0,0.11
2023-06-08,LONG,115.26,1,2.482,39.33,0,64.47,0.0575,0,-216.0,1,0,0,31.8,155.4,88.8,1,0,-39.3,0,1.75
2023-06-08,LONG,-0.74,0,6.534,25.42,0,72.5,0.06,0,-151.2,1,1,1,22.0,90.7,153.6,1,1,25.4,0,0.59
2023-06-09,LONG,-76.24,0,3.68,10.25,0,83.18,0.1388,1,289.8,1,1,1,25.0,109.8,280.4,1,1,205.8,0,0.39
2023-06-09,LONG,12.26,1,0.75,13.68,0,64.74,0.336,1,218.5,1,1,1,27.7,61.0,209.2,3,1,134.5,0,0.29
2023-06-12,LONG,-0.74,0,0.09,35.76,0,60.24,-0.2889,0,-40.0,1,1,1,25.0,35.8,110.9,2,1,37.6,0,0.32
2023-06-12,LONG,138.26,1,0.246,34.08,0,59.03,-0.2617,0,-43.5,1,1,1,23.3,39.3,107.4,2,1,34.1,0,0.37
2023-06-13,LONG,97.26,1,1.313,10.67,0,56.26,0.0914,1,239.2,1,1,1,41.5,58.9,212.7,2,1,143.1,0,0.28
2023-06-13,LONG,-62.74,0,0.39,3.58,0,57.59,0.1295,1,301.8,1,1,1,20.5,128.8,275.2,1,1,205.6,0,0.47
2023-06-14,SHORT,161.76,1,3.741,3.42,1,60.07,0.11,1,117.8,1,1,0,13.5,152.1,3.4,4,1,88.9,0,44.74
2023-06-15,LONG,152.76,1,2.632,3.0,0,53.46,-0.1323,1,216.2,1,1,1,34.7,8.8,216.0,4,1,123.8,0,0.04
2023-06-15,LONG,-0.74,0,5.091,23.25,0,65.71,-0.0763,1,265.0,1,1,1,27.5,69.0,264.8,2,1,172.5,0,0.26
2023-06-22,SHORT,-96.24,0,2.929,38.33,0,57.27,0.0128,0,-31.0,1,0,0,31.7,44.5,121.1,1,0,-38.3,0,0.37
2023-06-23,SHORT,-0.74,0,0.112,4.92,0,22.93,0.036,1,50.8,0,0,1,33.3,4.9,160.8,2,0,-73.7,0,0.03
2023-06-27,LONG,200.76,1,0.616,52.16,0,68.34,0.041,0,-191.2,1,0,0,33.7,157.0,52.2,0,0,-52.4,0,3.01
2023-06-27,LONG,168.76,1,9.282,46.24,0,81.19,0.022,0,-80.5,1,1,1,14.2,46.2,162.9,0,1,58.3,0,0.28
2023-06-28,SHORT,-71.24,0,3.332,38.43,0,55.91,-0.0534,1,172.8,1,1,0,23.3,139.4,38.4,1,1,55.8,0,3.63
2023-06-29,SHORT,-0.74,0,1.145,31.15,0,25.93,-0.3013,1,16.0,0,0,1,38.0,31.2,116.5,1,0,-42.7,0,0.27
2023-06-29,SHORT,-99.24,0,1.163,36.65,0,30.51,-0.2716,1,21.5,0,0,1,32.7,36.7,111.0,2,0,-37.2,0,0.33
2023-06-30,LONG,-77.74,0,3.961,97.67,0,91.19,0.0633,1,240.2,1,1,1,25.5,999.0,313.5,0,1,269.1,0,
2023-06-30,LONG,8.76,1,2.909,52.42,0,81.79,0.108,1,195.0,1,1,1,19.2,999.0,268.2,0,1,223.8,0,
2023-07-06,SHORT,-0.74,0,1.206,7.83,0,16.59,-0.2709,0,-159.0,0,0,1,31.5,999.0,263.6,1,0,-210.4,0,
2023-07-06,SHORT,3.76,1,1.5,3.08,0,21.01,-0.2169,0,-154.2,0,0,1,22.2,999.0,258.9,1,0,-205.7,0,
2023-07-10,LONG,-106.74,0,0.149,1.86,0,51.11,0.2133,0,-57.5,1,0,0,35.2,182.1,67.0,3,0,-113.2,0,2.72
2023-07-11,LONG,-0.74,0,0.903,26.5,0,45.91,-0.0677,1,7.5,0,1,0,29.3,31.2,84.2,2,1,26.5,0,0.37
2023-07-11,LONG,-0.74,0,0.453,14.43,0,51.44,-0.1323,1,24.2,0,1,0,21.5,14.4,100.9,2,1,43.2,0,0.14
